f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.12958108,-0.092638664,-0.045092482,0.21589513,-0.26669708,-0.059868075,0.2728869,-0.41851225,-0.073775694,0.32432178,-0.5236838,-0.08807121,0.13303217,-0.49865916,-0.036200006,0.17068435,-0.6945935,-0.072215356,0.19133319,-0.81431174,-0.100280635,0.20767686,-0.91358334,-0.121772,0.045103963,-0.52196336,-0.044734653,0.06163451,-0.7419384,-0.07905448,0.07650852,-0.8847603,-0.10898568,0.08638405,-1.0,-0.1308315,-0.036191266,-0.49646392,-0.06084303,-0.058196783,-0.70688987,-0.10210081,-0.072583795,-0.84846455,-0.14010577,-0.08009161,-0.9660779,-0.16622944,-0.10993586,-0.42983785,-0.08091899,-0.17491165,-0.5712781,-0.1284619,-0.21801361,-0.6738399,-0.15983665,-0.24948888,-0.7717404,-0.17977339,NONE
0.0,0.0,0.0,0.13024965,-0.092891864,-0.04407691,0.21705341,-0.2659112,-0.058808014,0.27329475,-0.4174417,-0.07296105,0.32488918,-0.522063,-0.08778257,0.13233444,-0.496801,-0.03666838,0.17028314,-0.6926404,-0.07337972,0.19085018,-0.8120799,-0.10201212,0.20703669,-0.91163385,-0.12387382,0.044746544,-0.5193475,-0.04596243,0.06127769,-0.74006057,-0.08105913,0.07624204,-0.8838632,-0.111760534,0.08602073,-1.0,-0.13427763,-0.03628043,-0.4932655,-0.062629804,-0.058038726,-0.70459783,-0.10427312,-0.07198305,-0.84712005,-0.14248051,-0.07919662,-0.9652152,-0.16883564,-0.110078454,-0.42642176,-0.08314415,-0.17388147,-0.5693374,-0.13073881,-0.21621822,-0.6728965,-0.16197771,-0.24735342,-0.7711101,-0.18192089,NONE
0.0,0.0,0.0,0.13184476,-0.09164933,-0.04380053,0.21898793,-0.2660102,-0.057897836,0.2753451,-0.41815376,-0.07145114,0.32756,-0.52179486,-0.08566078,0.13182531,-0.4957115,-0.035968665,0.1704868,-0.6907973,-0.07213151,0.19157502,-0.81028134,-0.1002388,0.20839149,-0.9097595,-0.12188729,0.044246227,-0.5192579,-0.044967268,0.061426826,-0.73916656,-0.08004711,0.07682733,-0.88363904,-0.11068599,0.08688356,-1.0,-0.13305393,-0.036885086,-0.49399918,-0.061304197,-0.05946422,-0.70619863,-0.103527114,-0.07400702,-0.84938794,-0.14251877,-0.08191503,-0.9678807,-0.1692759,-0.11034243,-0.42807204,-0.081337646,-0.1745396,-0.5699996,-0.12987112,-0.21770377,-0.67307335,-0.16207476,-0.2498391,-0.7707176,-0.18258145,NONE
0.0,0.0,0.0,0.13085845,-0.0926081,-0.042093616,0.21721588,-0.2670551,-0.056086313,0.27394068,-0.41765073,-0.06982102,0.324696,-0.52088696,-0.084435634,0.1317521,-0.49500242,-0.036482345,0.16918229,-0.69129515,-0.07294517,0.1894536,-0.81081325,-0.101050064,0.20532592,-0.9100499,-0.122560196,0.04407411,-0.5177566,-0.04666035,0.0605421,-0.73946315,-0.0819741,0.07597113,-0.88422495,-0.11259083,0.085617855,-1.0,-0.13483477,-0.03713854,-0.4916927,-0.06391854,-0.06102435,-0.70454735,-0.105816595,-0.075927146,-0.8486551,-0.1444537,-0.08416409,-0.9674431,-0.17103557,-0.11091507,-0.4249392,-0.08468692,-0.17522795,-0.56777835,-0.13258702,-0.21796364,-0.67194736,-0.16412586,-0.24919724,-0.7703413,-0.18424432,NONE
0.0,0.0,0.0,0.13078338,-0.09374453,-0.041424844,0.21694125,-0.2688157,-0.055039167,0.27325222,-0.4193343,-0.06859148,0.32428208,-0.5224423,-0.08313051,0.13161394,-0.496445,-0.035387877,0.16871975,-0.6912401,-0.072137654,0.18920423,-0.8098311,-0.10083755,0.20541719,-0.9089368,-0.12279511,0.04397368,-0.5186433,-0.04598499,0.060573537,-0.7395695,-0.08145144,0.07589267,-0.88342905,-0.11270505,0.085690506,-1.0,-0.13548651,-0.037075393,-0.49185437,-0.0636197,-0.060934376,-0.70227855,-0.10542679,-0.07548894,-0.8461733,-0.14418925,-0.08322369,-0.9661235,-0.17095229,-0.110935844,-0.42451653,-0.084765516,-0.1753274,-0.5662963,-0.1323174,-0.21789664,-0.67057306,-0.16363099,-0.24881491,-0.76998675,-0.18370253,NONE
0.0,0.0,0.0,0.13056618,-0.09401572,-0.041770495,0.2171717,-0.2702363,-0.05504898,0.2737188,-0.4209794,-0.06820622,0.3253216,-0.52403426,-0.08230427,0.13207775,-0.4973847,-0.034295723,0.16905878,-0.6921039,-0.07047038,0.18966082,-0.81036717,-0.09911194,0.20579246,-0.90987074,-0.12109612,0.044327315,-0.5192965,-0.044455577,0.06147372,-0.7393989,-0.07924864,0.07683934,-0.882742,-0.110500336,0.086461574,-1.0,-0.13335846,-0.036812954,-0.4928306,-0.061759315,-0.06028695,-0.70162594,-0.10304951,-0.07450803,-0.8450216,-0.14179686,-0.08236579,-0.96503204,-0.16856225,-0.11096016,-0.42628986,-0.08267032,-0.17481694,-0.5677864,-0.12972564,-0.2177017,-0.67084295,-0.16074638,-0.24942407,-0.7695169,-0.18063533,NONE
0.0,0.0,0.0,0.12949799,-0.09369329,-0.042177863,0.21558519,-0.2694341,-0.055612817,0.2714398,-0.4200649,-0.068798706,0.3233396,-0.5226357,-0.08279685,0.13104878,-0.49685243,-0.034280743,0.16826044,-0.69149977,-0.07024647,0.18863814,-0.80960363,-0.09878553,0.20436594,-0.9090432,-0.1206881,0.043549072,-0.5191051,-0.044101994,0.061521854,-0.73958176,-0.07849016,0.07682328,-0.8826919,-0.109474055,0.08634473,-1.0,-0.13214736,-0.037304368,-0.49295256,-0.06109468,-0.060099743,-0.7015575,-0.10190794,-0.07393399,-0.8446279,-0.140505,-0.08151659,-0.9645188,-0.16723305,-0.11147756,-0.42665458,-0.081747144,-0.1751525,-0.56753427,-0.12828736,-0.21799771,-0.67003304,-0.15908128,-0.24980146,-0.7684102,-0.17886476,NONE
0.0,0.0,0.0,0.12920952,-0.09286919,-0.043119356,0.21519911,-0.26770926,-0.05715331,0.27128565,-0.41835338,-0.07072242,0.32285798,-0.5210405,-0.085038096,0.13167323,-0.49509335,-0.036194365,0.16875884,-0.69038796,-0.07278076,0.18901029,-0.8094554,-0.101585224,0.20461643,-0.9097321,-0.1236479,0.04414639,-0.51804614,-0.045636036,0.06192942,-0.73842204,-0.080670826,0.07713286,-0.88216865,-0.111766465,0.08654469,-1.0,-0.13445514,-0.0368376,-0.49239743,-0.0622417,-0.060094513,-0.70143545,-0.10358286,-0.0739792,-0.8443054,-0.14215323,-0.08161338,-0.9638213,-0.16875191,-0.11106813,-0.42648056,-0.08256933,-0.1748326,-0.56750196,-0.12956093,-0.21766873,-0.66997576,-0.16051966,-0.24936551,-0.7681812,-0.18032233,NONE
0.0,0.0,0.0,0.130289,-0.09286765,-0.04269124,0.21653678,-0.26897278,-0.055806,0.27223852,-0.42000178,-0.06847722,0.32332754,-0.5222914,-0.08184693,0.1318453,-0.49716792,-0.034453765,0.17009129,-0.69259304,-0.06987321,0.19039619,-0.81183016,-0.09807969,0.20550473,-0.91187835,-0.11983492,0.044205524,-0.5198504,-0.043678798,0.06251174,-0.7397347,-0.07770081,0.07728232,-0.8829763,-0.10842719,0.08593697,-1.0,-0.13095818,-0.036664836,-0.49426317,-0.060058232,-0.05899197,-0.7031289,-0.10051588,-0.072962925,-0.8453095,-0.13891326,-0.08104351,-0.96370065,-0.1655246,-0.11090233,-0.42829427,-0.0801514,-0.17477714,-0.56910235,-0.12656645,-0.21751738,-0.67147946,-0.1574323,-0.24902156,-0.7693132,-0.17722473,NONE
0.0,0.0,0.0,0.13077325,-0.09322006,-0.042825658,0.21698837,-0.26883802,-0.056075953,0.2723447,-0.41957137,-0.06894553,0.32330737,-0.52217114,-0.082460225,0.13227612,-0.4971636,-0.034159176,0.17071997,-0.69262916,-0.06965757,0.19088882,-0.8120917,-0.09802862,0.20571536,-0.91265446,-0.119862184,0.04469688,-0.51987934,-0.043223053,0.06301074,-0.7395648,-0.077192575,0.07785902,-0.8826982,-0.10796537,0.086528815,-1.0,-0.13054042,-0.03605318,-0.49442798,-0.059466563,-0.059231244,-0.7016065,-0.09963602,-0.0735549,-0.8427499,-0.13767023,-0.082051374,-0.96048903,-0.16402207,-0.11020098,-0.42898735,-0.07951103,-0.17338674,-0.56952286,-0.1253995,-0.21608362,-0.6717986,-0.15589091,-0.24790585,-0.7696053,-0.17543942,NONE
0.0,0.0,0.0,0.13054861,-0.09380014,-0.04234072,0.21649231,-0.2686423,-0.055610932,0.27132058,-0.41833287,-0.06866598,0.32206276,-0.5209985,-0.08231856,0.13256997,-0.49837115,-0.033192042,0.171416,-0.6926939,-0.06855461,0.19162516,-0.81192285,-0.09695355,0.2065378,-0.9124849,-0.118855566,0.044935428,-0.521096,-0.04252302,0.06268538,-0.7397314,-0.07636553,0.07733697,-0.8824994,-0.10701707,0.08609964,-1.0,-0.12950265,-0.03583072,-0.49543,-0.059048887,-0.059857424,-0.70122683,-0.09912893,-0.07399386,-0.8415836,-0.13683954,-0.08201338,-0.9594352,-0.16294903,-0.10970679,-0.42967686,-0.079374745,-0.17353761,-0.5694033,-0.1251573,-0.21621212,-0.6714153,-0.15544474,-0.2478838,-0.76948965,-0.1748285,NONE
0.0,0.0,0.0,0.13044077,-0.09286561,-0.041364633,0.21682356,-0.2681994,-0.053968813,0.27142474,-0.41707215,-0.06641548,0.32098082,-0.519564,-0.07952438,0.13322501,-0.49572462,-0.033249464,0.17186244,-0.6905405,-0.06845759,0.19211896,-0.81043154,-0.096424595,0.20710847,-0.91109663,-0.11793397,0.04635328,-0.51907593,-0.04299332,0.0643891,-0.7388966,-0.07667572,0.07929229,-0.88250035,-0.106988356,0.0882843,-1.0,-0.12920886,-0.034049556,-0.49398777,-0.05979798,-0.058230493,-0.70054597,-0.09982718,-0.071976714,-0.8409402,-0.13747403,-0.07958983,-0.95828295,-0.16353439,-0.10789402,-0.42853707,-0.08027333,-0.17230663,-0.5684923,-0.12603997,-0.21505833,-0.6704654,-0.15631182,-0.246588,-0.7683016,-0.17573711,NONE
0.0,0.0,0.0,0.13118088,-0.09252647,-0.041976888,0.21784122,-0.26877317,-0.054346997,0.27264315,-0.4182055,-0.06643674,0.32235613,-0.5209408,-0.07921782,0.13489503,-0.49632996,-0.033728298,0.17459145,-0.69196445,-0.068469614,0.19495529,-0.81189555,-0.09597509,0.20958273,-0.91260004,-0.11729607,0.046692573,-0.51999116,-0.043193158,0.06519157,-0.7401015,-0.07663202,0.08023386,-0.88333035,-0.10677396,0.08916026,-1.0,-0.128899,-0.034827884,-0.49467784,-0.059757378,-0.0584122,-0.7020885,-0.09964001,-0.07173294,-0.84281766,-0.13766901,-0.07884804,-0.9607342,-0.16413175,-0.10948114,-0.42864555,-0.08003352,-0.17342544,-0.568312,-0.12610002,-0.21610458,-0.6704502,-0.15693751,-0.24734224,-0.7688013,-0.17681724,NONE
0.0,0.0,0.0,0.13036819,-0.09320693,-0.041484423,0.21732588,-0.26941234,-0.05394835,0.27265105,-0.4189925,-0.066283576,0.3227784,-0.5222559,-0.079373844,0.13438424,-0.49616757,-0.033230092,0.17406225,-0.6913915,-0.06813885,0.19457902,-0.8109011,-0.09586841,0.20921172,-0.9116855,-0.117355034,0.046722107,-0.5192571,-0.043188468,0.06534572,-0.7392395,-0.076857515,0.08046348,-0.88238907,-0.1073871,0.08903646,-1.0,-0.12982744,-0.034554116,-0.4936472,-0.060230523,-0.057833046,-0.7008292,-0.100372545,-0.07068353,-0.84247714,-0.13865606,-0.07780399,-0.9617194,-0.16528773,-0.10931018,-0.4279746,-0.08091131,-0.17355384,-0.56852424,-0.12711719,-0.2163936,-0.6710653,-0.1579309,-0.24799493,-0.7697908,-0.17780013,NONE
0.0,0.0,0.0,0.13050112,-0.093198806,-0.041787304,0.2177495,-0.2689201,-0.05451323,0.27303872,-0.41841617,-0.067075394,0.32370156,-0.5217835,-0.080460005,0.13464226,-0.49722698,-0.033193633,0.17397454,-0.69133955,-0.068063974,0.19408795,-0.810332,-0.0959525,0.20834012,-0.91085404,-0.117684275,0.046991974,-0.5203387,-0.043218367,0.065249264,-0.73991585,-0.07695391,0.080065794,-0.8827494,-0.1077816,0.08835105,-1.0,-0.1304631,-0.034313776,-0.49429145,-0.060365777,-0.05718205,-0.70206714,-0.10096157,-0.07044599,-0.84429383,-0.13985676,-0.078070305,-0.9639819,-0.16686891,-0.10897648,-0.42801517,-0.0811154,-0.17314477,-0.568911,-0.12799111,-0.21630187,-0.67149496,-0.1592764,-0.24847436,-0.77012223,-0.17940211,NONE
0.0,0.0,0.0,0.13078047,-0.09214723,-0.04210935,0.21861719,-0.26858762,-0.054603912,0.27376086,-0.4186369,-0.066760294,0.3246323,-0.52221227,-0.07967245,0.13554882,-0.49693012,-0.033019833,0.17432216,-0.69136065,-0.067365885,0.19419478,-0.81041086,-0.09483806,0.2082797,-0.910747,-0.11626603,0.04761389,-0.5206732,-0.042565297,0.06645694,-0.74062586,-0.07567302,0.08159683,-0.8833466,-0.10599477,0.09022637,-1.0,-0.12826024,-0.034009527,-0.49525934,-0.05928347,-0.056203958,-0.70387,-0.09943259,-0.06968434,-0.84626555,-0.1381751,-0.07757322,-0.9658284,-0.16507117,-0.109082155,-0.42968765,-0.07961467,-0.17291586,-0.5708887,-0.12616894,-0.21621242,-0.6730005,-0.15733436,-0.2485786,-0.77107835,-0.17736003,NONE
0.0,0.0,0.0,0.13087012,-0.091142006,-0.041438684,0.21826066,-0.26669532,-0.05375483,0.27286142,-0.41640338,-0.06600384,0.32399952,-0.51925206,-0.07919748,0.13581869,-0.49505144,-0.032542363,0.17491569,-0.6888317,-0.06709251,0.19537282,-0.8078418,-0.094740234,0.21015024,-0.9078242,-0.11630813,0.048014652,-0.5190623,-0.042761873,0.066208914,-0.74018455,-0.07602971,0.0810951,-0.88337016,-0.10663988,0.089657195,-1.0,-0.12921265,-0.0334101,-0.49341255,-0.060095277,-0.054901034,-0.7032812,-0.10045727,-0.068458915,-0.84587586,-0.13956568,-0.0763845,-0.96527284,-0.16679496,-0.1086646,-0.427224,-0.08095601,-0.17294702,-0.5687616,-0.12771939,-0.21604662,-0.6712778,-0.159087,-0.24805346,-0.7692023,-0.17936128,NONE
0.0,0.0,0.0,0.1304757,-0.09283685,-0.040531665,0.21846657,-0.2689532,-0.0526727,0.27449793,-0.41833258,-0.06495385,0.32601815,-0.5216548,-0.07815755,0.13625896,-0.49601254,-0.031406153,0.17562014,-0.69047105,-0.06621278,0.19774073,-0.8095899,-0.094190344,0.2150515,-0.90926504,-0.11570168,0.048603434,-0.51974654,-0.0418186,0.06689222,-0.7398394,-0.07457541,0.082791075,-0.8831442,-0.10496015,0.09331829,-1.0,-0.12754466,-0.03316807,-0.49434495,-0.059373986,-0.05430798,-0.7029373,-0.098637216,-0.06570586,-0.8445886,-0.13679287,-0.070838146,-0.96282226,-0.16358598,-0.109091096,-0.42871156,-0.08052661,-0.17359635,-0.5697361,-0.12618549,-0.21605171,-0.67275906,-0.1567577,-0.24696718,-0.7710567,-0.17656898,NONE
0.0,0.0,0.0,0.13027605,-0.09188706,-0.04032484,0.2186038,-0.26735613,-0.051819663,0.27420777,-0.4154874,-0.06347361,0.3249151,-0.51700056,-0.0759315,0.13794285,-0.49725544,-0.029564518,0.17835632,-0.69198924,-0.063021526,0.20054047,-0.8112931,-0.090231776,0.21749881,-0.9109957,-0.11138318,0.050350606,-0.52137125,-0.039619375,0.069272496,-0.7410471,-0.07132908,0.08522399,-0.8839309,-0.101329036,0.09553597,-1.0,-0.12357899,-0.03142909,-0.4964503,-0.056844827,-0.052320916,-0.7056063,-0.095520295,-0.06332375,-0.84730875,-0.13390967,-0.06860118,-0.9652924,-0.1608027,-0.10738301,-0.4310592,-0.07766071,-0.17146559,-0.57245857,-0.12332106,-0.21405458,-0.67525953,-0.15420304,-0.24553996,-0.7729575,-0.17408542,NONE
0.0,0.0,0.0,0.1304025,-0.09202461,-0.03887253,0.21763083,-0.26547095,-0.04990879,0.2727399,-0.41167688,-0.061314564,0.32222193,-0.5135722,-0.07334625,0.13717838,-0.4944654,-0.027994689,0.1765093,-0.68909806,-0.060833286,0.19870362,-0.8071626,-0.08737924,0.21587236,-0.9049994,-0.10762556,0.050722465,-0.5198474,-0.038267445,0.070442565,-0.741828,-0.06886945,0.086952016,-0.8847857,-0.09767782,0.09771348,-1.0,-0.118756995,-0.030789474,-0.4969035,-0.055627488,-0.051088087,-0.70564854,-0.093249366,-0.062600456,-0.8476639,-0.13107784,-0.0684152,-0.9658064,-0.15739606,-0.107434735,-0.4337395,-0.07642599,-0.1697594,-0.57495207,-0.12072921,-0.2125167,-0.6767335,-0.1506498,-0.24470754,-0.7734607,-0.16980182,NONE
0.0,0.0,0.0,0.12960538,-0.09511136,-0.039480794,0.21483131,-0.26861608,-0.052523047,0.2736279,-0.41612655,-0.06618935,0.32614845,-0.5193344,-0.08052746,0.13952115,-0.494736,-0.031288076,0.17703725,-0.68950444,-0.066425025,0.19683757,-0.8085165,-0.09452128,0.2118041,-0.90780973,-0.11617334,0.053872693,-0.52055264,-0.042769525,0.07334676,-0.73991036,-0.0760761,0.089119054,-0.8820547,-0.10605834,0.09953039,-1.0,-0.1280382,-0.028004216,-0.49776548,-0.06133344,-0.047732092,-0.70624346,-0.10093977,-0.05977887,-0.8495938,-0.138127,-0.0655332,-0.97116846,-0.16403906,-0.10543383,-0.4335111,-0.08347841,-0.16943452,-0.57544047,-0.12890786,-0.21300085,-0.6793584,-0.15848294,-0.24522988,-0.77834797,-0.17742701,NONE
0.0,0.0,0.0,0.1306529,-0.09755087,-0.035688225,0.21704328,-0.2768513,-0.045637954,0.27676985,-0.4232767,-0.056792617,0.32827324,-0.52152836,-0.06900393,0.13740182,-0.49908412,-0.028307812,0.17336047,-0.693611,-0.061207205,0.19188908,-0.8127595,-0.087647974,0.20522344,-0.9112582,-0.10825342,0.050237346,-0.523112,-0.040943284,0.06884112,-0.7408435,-0.0725588,0.085378096,-0.8827632,-0.10146164,0.09658307,-1.0,-0.12285312,-0.0325256,-0.49900857,-0.06028356,-0.054871917,-0.7063721,-0.09820733,-0.06618276,-0.84605676,-0.13462739,-0.07121518,-0.9637854,-0.16022916,-0.10969027,-0.43332335,-0.08294906,-0.17588614,-0.5740729,-0.12700605,-0.21977548,-0.67713124,-0.15624067,-0.25194114,-0.7751868,-0.17518102,NONE
